tailnum,manufacturer,issue_date,model,aircraft_type,engine_type,year
N912FJ,BOMBARDIER INC,2/26/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N912FR,AIRBUS,9/10/2002,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2002
N912SW,BOMBARDIER INC,12/28/2001,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2001
N912UA,BOEING,7/30/1991,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N912WN,BOEING,4/4/2008,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,2008
N913AW,BOEING,2/15/1985,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1984
N913DE,MCDONNELL DOUGLAS AIRCRAFT CO,2/25/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N913DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/21/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N913DN,MCDONNELL DOUGLAS,1/17/1997,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,1996
N913EV,BOMBARDIER INC,1/10/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N913FJ,BOMBARDIER INC,1/30/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N913FR,AIRBUS,10/16/2002,A319-112,Fixed Wing Multi-Engine,Turbo-Fan,2002
N913SW,BOMBARDIER INC,1/17/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2001
N913UA,BOEING,8/7/1991,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N913WN,BOEING,4/24/2008,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,2008
N91469E,,,,,,
N91479E,,,,,,
N9149E,AERONCA,4/12/1996,11AC,Fixed Wing Single-Engine,Reciprocating,1946
N914AW,BOEING,2/15/1985,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1984
N914CA,CANADAIR,9/29/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N914DE,MCDONNELL DOUGLAS AIRCRAFT CO,3/1/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N914DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/13/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N914DN,MCDONNELL DOUGLAS,2/6/1997,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,1996
N914EV,BOMBARDIER INC,1/31/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N914FJ,BOMBARDIER INC,1/30/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N914FR,AIRBUS,11/13/2002,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2002
N914UA,BOEING,12/20/1991,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N914WN,BOEING,4/17/2008,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,2008
N91539E,,,,,,
N9159E,MAULE,1/23/1991,M-5-235C,Fixed Wing Single-Engine,Reciprocating,1977
N915AT,BOEING,4/16/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2001
N915AW,BOEING,12/27/1993,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1984
N915CA,CANADAIR,9/30/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N915DE,MCDONNELL DOUGLAS AIRCRAFT CO,4/13/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N915DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/7/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N915DN,MCDONNELL DOUGLAS,2/7/1997,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,1996
N915EV,BOMBARDIER INC,1/31/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N915FR,AIRBUS,11/25/2002,A319-112,Fixed Wing Multi-Engine,Turbo-Fan,2002
N915RW,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1967
N915WN,BOEING,4/30/2008,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,2008
N91619E,,,,,,
N91629E,,,,,,
N91669E,,,,,,
N9169E,,,,,,
N916CA,CANADAIR,9/30/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N916DE,MCDONNELL DOUGLAS AIRCRAFT CO,6/11/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N916DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/13/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N916DN,MCDONNELL DOUGLAS,3/11/1997,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,1996
N916EV,BOMBARDIER INC,3/13/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N916FJ,BOMBARDIER INC,3/16/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N916FR,AIRBUS INDUSTRIE,12/19/2002,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,2002
N916RW,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1967
N916SW,BOMBARDIER INC,4/8/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N916UW,BOEING,10/19/2004,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1982
N916WN,BOEING,5/15/2008,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,2008
N91709E,,,,,,
N91769E,,,,,,
N9179E,MAULE,8/7/1986,M-5-235C,Fixed Wing Single-Engine,Reciprocating,1977
N917CA,CANADAIR,9/29/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N917DE,MCDONNELL DOUGLAS AIRCRAFT CO,9/17/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N917DL,MCDONNELL DOUGLAS AIRCRAFT CO,9/27/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N917EV,BOMBARDIER INC,3/26/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N917FJ,BOMBARDIER INC,11/1/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N917FR,AIRBUS,6/12/2008,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N917UW,BOEING,9/17/2004,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1982
N918AE,EMBRAER,3/29/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N918CA,CANADAIR,9/29/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N918DE,MCDONNELL DOUGLAS AIRCRAFT CO,10/26/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N918DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/14/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N918FJ,BOMBARDIER INC,11/1/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N918FR,AIRBUS,3/26/2003,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N918UA,BOEING,11/1/1991,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N918UW,BOEING,2/14/2005,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1982
N919AT,BOEING,4/13/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2001
N919DE,MCDONNELL DOUGLAS AIRCRAFT CO,12/2/1993,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N919DL,MCDONNELL DOUGLAS AIRCRAFT CO,10/9/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N919EV,BOMBARDIER INC,4/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N919FJ,BOMBARDIER INC,4/14/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N919FR,AIRBUS,6/5/2003,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N919SW,BOMBARDIER INC,7/3/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N919UA,BOEING,11/4/1991,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N919UW,BOEING,2/14/2005,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1982
N920AT,BOEING,4/13/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N920CA,CANADAIR,9/29/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N920DE,MCDONNELL DOUGLAS AIRCRAFT CO,1/11/1994,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1993
N920DL,MCDONNELL DOUGLAS AIRCRAFT CO,10/2/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N920EV,BOMBARDIER INC,7/2/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N920FJ,BOMBARDIER INC,4/22/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N920FR,AIRBUS,6/30/2003,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N920SW,BOMBARDIER INC,7/10/2002,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N920UW,BOEING,2/14/2005,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1983
N921AT,BOEING,4/10/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N921DL,MCDONNELL DOUGLAS AIRCRAFT CO,10/22/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N921EV,BOMBARDIER INC,7/10/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N921FJ,BOMBARDIER INC,6/9/2004,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N921FR,AIRBUS,11/30/2007,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N921RW,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1968
N921UA,BOEING,12/23/1991,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N921UW,BOEING,10/19/2004,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1983
N922AE,EMBRAER,4/27/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N922AT,BOEING,6/21/2005,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2005
N922DL,MCDONNELL DOUGLAS AIRCRAFT CO,10/26/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N922EV,BOMBARDIER INC,7/10/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N922FJ,BOMBARDIER INC,9/27/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N922FR,AIRBUS,8/15/2003,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N922UA,BOEING,1/6/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1991
N922UW,BOEING,2/14/2005,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1983
N923AE,EMBRAER,4/28/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N923AT,BOEING,10/27/2005,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2005
N923DL,MCDONNELL DOUGLAS AIRCRAFT CO,7/2/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N923EV,BOMBARDIER INC,8/14/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N923FJ,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N923FR,AIRBUS,11/7/2003,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N923RW,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1968
N923SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N923UA,BOEING,1/6/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N923UW,BOEING,10/19/2004,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1983
N924AT,BOEING,4/10/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N924CA,CANADAIR,12/21/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N924DL,MCDONNELL DOUGLAS AIRCRAFT CO,7/2/2007,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N924EV,BOMBARDIER INC,8/20/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N924FJ,BOMBARDIER INC,9/27/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N924FR,AIRBUS,12/5/2003,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2003
N924RW,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1968
N924SW,BOMBARDIER INC,10/18/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N924UA,BOEING,2/10/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N924UW,BOEING,2/14/2005,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1983
N925AE,EMBRAER,4/28/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N925AT,BOEING,4/10/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N925DL,MCDONNELL DOUGLAS AIRCRAFT CO,3/20/2008,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N925EV,BOMBARDIER INC,8/22/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N925FJ,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N925FR,AIRBUS,2/20/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N925SW,BOMBARDIER INC,10/15/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N925UA,BOEING,3/11/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N925UW,BOEING,2/14/2005,757-225,Fixed Wing Multi-Engine,Turbo-Fan,1983
N926AT,BOEING,10/27/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N926CA,CANADAIR,12/21/1993,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N926DL,MCDONNELL DOUGLAS AIRCRAFT CO,11/15/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N926EV,BOMBARDIER INC,9/25/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N926FR,AIRBUS,4/5/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N926LR,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2004
N926NW,DOUGLAS,7/31/2000,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,1970
N926SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N927CA,CANADAIR,1/14/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N927DA,MCDONNELL DOUGLAS AIRCRAFT CO,11/30/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N927EV,BOMBARDIER INC,9/24/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N927FR,AIRBUS,5/7/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N927LR,BOMBARDIER INC,9/27/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N927SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N927UA,BOEING,3/24/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N927UW,BOEING,2/8/2006,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1993
N928AE,EMBRAER,5/17/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N928AT,BOEING,9/29/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N928DL,MCDONNELL DOUGLAS AIRCRAFT CO,12/2/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N928EV,BOMBARDIER INC,9/9/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2004
N928FR,AIRBUS,6/3/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N928LR,BOMBARDIER INC,9/28/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N928SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N928UA,BOEING,4/8/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N929AT,BOEING,9/27/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N929CA,CANADAIR,6/24/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1993
N929DL,MCDONNELL DOUGLAS AIRCRAFT CO,12/12/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N929EV,BOMBARDIER INC,9/9/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2004
N929FR,AIRBUS,6/4/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N929LR,BOMBARDIER INC,9/27/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N929SW,BOMBARDIER INC,10/18/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N929UA,BOEING,4/10/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N929UW,BOEING,1/31/2006,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1993
N930AT,BOEING,6/16/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N930DL,MCDONNELL DOUGLAS AIRCRAFT CO,12/12/1988,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N930FR,AIRBUS,6/8/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N930LR,BOMBARDIER INC,9/28/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N930SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N930UA,BOEING,4/29/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N930UW,BOEING,2/10/2006,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1993
N931AE,EMBRAER,5/19/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N931CA,CANADAIR,6/24/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N931DL,MCDONNELL DOUGLAS AIRCRAFT CO,1/9/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1988
N931EV,BOMBARDIER INC,9/12/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N931FR,AIRBUS,6/22/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N931LR,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932AE,EMBRAER,5/24/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932AT,BOEING,7/13/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N932CA,CANADAIR,6/23/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N932DL,MCDONNELL DOUGLAS AIRCRAFT CO,4/13/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N932EV,BOMBARDIER INC,9/9/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932FR,AIRBUS,6/28/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N932LR,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N932SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N932UA,BOEING,5/26/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N932UW,BOEING,2/2/2006,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1993
N9331,,,,,,
N9332,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1968
N9333,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1968
N9336,,,,,,
N9337,,,,,,
N9338,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1969
N9339,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1969
N933AT,BOEING,6/15/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N933CA,CANADAIR,6/23/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N933DL,MCDONNELL DOUGLAS AIRCRAFT CO,3/30/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N933EV,BOMBARDIER INC,9/12/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N933FR,AIRBUS,7/6/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N933JN,EMBRAER,6/15/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N933LR,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N933UA,BOEING,5/27/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N933UW,BOEING,2/2/2006,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1993
N9343,DOUGLAS,12/22/1986,DC-9-31,Fixed Wing Multi-Engine,Turbo-Jet,1969
N9346,DOUGLAS,12/22/1986,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,1969
N934AT,BOEING,5/17/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N934DL,MCDONNELL DOUGLAS AIRCRAFT CO,4/5/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N934EV,BOMBARDIER INC,9/9/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N934FJ,BOMBARDIER INC,9/29/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N934FR,AIRBUS,9/29/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N934SW,BOMBARDIER INC,10/9/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N934UA,BOEING,6/29/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N934UW,BOEING,1/31/2006,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1993
N935AE,EMBRAER,6/22/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N935AT,BOEING,4/12/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2000
N935DL,MCDONNELL DOUGLAS AIRCRAFT CO,4/17/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N935EV,BOMBARDIER INC,9/9/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N935FR,AIRBUS,10/22/2004,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2004
N935LR,BOMBARDIER INC,9/30/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N935SW,BOMBARDIER INC,1/3/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N935UA,BOEING,6/29/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N935UW,BOEING,6/6/2007,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1994
N936AT,BOEING,2/23/2000,717-200,Fixed Wing Multi-Engine,Turbo-Fan,1999
N936CA,CANADAIR,9/29/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N936DL,MCDONNELL DOUGLAS AIRCRAFT CO,5/30/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N936EV,BOMBARDIER INC,9/12/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N936FR,AIRBUS,2/8/2005,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2005
N936SW,BOMBARDIER INC,1/6/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2002
N936UA,BOEING,7/15/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N936UW,BOEING,6/5/2007,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1994
N937AT,BOEING,7/31/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,2001
N937CA,CANADAIR,9/7/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N937DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/22/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N937EV,BOMBARDIER INC,9/9/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2005
N937FR,AIRBUS,2/18/2005,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2005
N937SW,BOMBARDIER INC,1/16/2003,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N937UA,BOEING,4/30/1993,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N937UW,BOEING,6/7/2007,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1994
N938CA,CANADAIR,9/27/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N938DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/23/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N938FR,AIRBUS,3/1/2005,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2005
N938LR,BOMBARDIER INC,9/30/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N938SW,BOMBARDIER INC,2/24/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N938UA,BOEING,7/31/1992,737-522,Fixed Wing Multi-Engine,Turbo-Fan,1992
N938UW,BOEING,1/7/2004,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1994
N939AE,EMBRAER,6/29/2005,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2005
N939DL,MCDONNELL DOUGLAS AIRCRAFT CO,6/27/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N939FR,AIRBUS,4/25/2005,A319-111,Fixed Wing Multi-Engine,Turbo-Fan,2005
N939LR,BOMBARDIER INC,7/28/2005,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,2005
N939SW,BOMBARDIER INC,2/24/2005,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,2003
N939UW,BOEING,12/31/2003,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,1994
N940AT,BOEING,5/16/2001,717-200,Fixed Wing Multi-Engine,Turbo-Fan,1999
N940CA,CANADAIR,10/20/1994,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1994
N940DL,MCDONNELL DOUGLAS AIRCRAFT CO,7/18/1989,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,1989
N940N,MCDONNELL DOUGLAS,12/22/1986,DC-9-32,Fixed Wing Multi-Engine,Turbo-Jet,1973
